#	Marey	map	built	with	the	Hv_IBSC_PGSB_v21	version	of	the	Hordeum	genome	and	the	SNPJHutton	2012	genetic	map
#	Invalid	markers	checked	by	eye												
set	map	mkr	phys	gen	vld												
Hordeum	4H	SCRI_RS_196076	631486649	110.2	TRUE												
Hordeum	4H	SCRI_RS_197256	623210216	101.3	TRUE												
Hordeum	4H	SCRI_RS_198888	464141603	52.3	TRUE												
Hordeum	4H	SCRI_RS_200445	623900001	102.6	TRUE												
Hordeum	4H	SCRI_RS_200957	590413614	76.3	TRUE												
Hordeum	4H	SCRI_RS_200964	590411616	76.3	TRUE												
Hordeum	4H	SCRI_RS_201871	627084709	104	TRUE												
Hordeum	4H	SCRI_RS_202326	530249157	57.5	TRUE												
Hordeum	4H	SCRI_RS_205863	70917763	50.8	TRUE												
Hordeum	4H	SCRI_RS_205975	616515349	97.3	TRUE												
Hordeum	4H	SCRI_RS_206179	550510783	60.1	TRUE												
Hordeum	4H	SCRI_RS_206232	516834513	55.7	TRUE												
Hordeum	4H	SCRI_RS_20701	574794225	67.6	TRUE												
Hordeum	4H	SCRI_RS_207394	537436328	58.4	TRUE												
Hordeum	4H	SCRI_RS_207768	19145103	26.3	TRUE												
Hordeum	4H	SCRI_RS_208828	475931154	54	TRUE												
Hordeum	4H	SCRI_RS_209362	25727978	35.9	TRUE												
Hordeum	4H	SCRI_RS_210971	604804271	85.8	TRUE												
Hordeum	4H	SCRI_RS_213798	462940929	52.3	TRUE												
Hordeum	4H	SCRI_RS_215737	566997316	63.2	TRUE												
Hordeum	4H	SCRI_RS_218193	550513003	60.1	TRUE												
Hordeum	4H	SCRI_RS_219128	65319800	50.8	TRUE												
Hordeum	4H	SCRI_RS_219816	574701764	67.1	TRUE												
Hordeum	4H	SCRI_RS_220122	33037065	43.5	TRUE												
Hordeum	4H	SCRI_RS_220535	63121264	50.8	TRUE												
Hordeum	4H	SCRI_RS_220697	464816581	52.3	TRUE												
Hordeum	4H	SCRI_RS_221172	476225361	54	TRUE												
Hordeum	4H	SCRI_RS_222133	54538571	49.9	TRUE												
Hordeum	4H	SCRI_RS_223734	595769819	78.7	TRUE												
Hordeum	4H	SCRI_RS_224629	522181798	56.2	TRUE												
Hordeum	4H	SCRI_RS_224697	72270630	51	TRUE												
Hordeum	4H	SCRI_RS_225074	19558011	26.6	TRUE												
Hordeum	4H	SCRI_RS_225248	550511345	60.1	TRUE												
Hordeum	4H	SCRI_RS_225722	334890777	51.6	FALSE												
Hordeum	4H	SCRI_RS_226221	82507460	51	TRUE												
Hordeum	4H	SCRI_RS_228232	21780264	29.8	TRUE												
Hordeum	4H	SCRI_RS_228477	508474024	54.6	TRUE												
Hordeum	4H	SCRI_RS_229116	638115710	115.1	TRUE												
Hordeum	4H	SCRI_RS_229704	70430669	50.8	TRUE												
Hordeum	4H	SCRI_RS_231739	462897501	52.2	TRUE												
Hordeum	4H	SCRI_RS_234574	546807124	59.8	TRUE												
Hordeum	4H	SCRI_RS_235738	530357727	57.5	TRUE												
Hordeum	4H	SCRI_RS_238618	596063115	78.7	TRUE												
Hordeum	4H	SCRI_RS_238822	21421156	27.5	TRUE												
Hordeum	4H	SCRI_RS_239145	549354963	60.1	TRUE												
Hordeum	4H	SCRI_RS_239237	94842960	51.4	TRUE												
Hordeum	4H	SCRI_RS_239818	78082073	51	TRUE												
Hordeum	4H	SCRI_RS_239956	574845988	67.6	TRUE												
Hordeum	4H	SCRI_RS_2937	62397686	50.8	TRUE												
Hordeum	4H	SCRI_RS_32890	1336762	0.6	TRUE												
Hordeum	4H	SCRI_RS_6448	624644376	102.8	TRUE												
Hordeum	4H	SCRI_RS_6956	27590029	40	TRUE												
Hordeum	4H	SCRI_RS_74014	91014946	51.3	TRUE												
Hordeum	4H	SCRI_RS_75805	30752449	41.9	TRUE												
Hordeum	4H	SCRI_RS_7914	626848456	104	TRUE												
Hordeum	4H	SCRI_RS_8100	560330870	61.5	TRUE												
Hordeum	4H	SCRI_RS_9164	636574078	113.7	TRUE												
Hordeum	4H	SCRI_RS_92128	91784274	51.3	TRUE												
Hordeum	4H	SCRI_RS_9296	36195212	44.1	TRUE												
Hordeum	4H	SCRI_RS_9549	624634366	102.8	TRUE												
Hordeum	4H	SCRI_RS_96016	541532544	59.5	TRUE												
Hordeum	4H	SCRI_RS_98443	15278660	22.2	TRUE												
Hordeum	5H	11_10058	280612563	44.2	TRUE												
Hordeum	5H	11_10095	601142082	126.8	TRUE												
Hordeum	5H	11_10116	106968082	44.2	TRUE												
Hordeum	5H	11_10146	594548180	122.4	TRUE												
Hordeum	5H	11_10161	631251337	144.7	TRUE												
Hordeum	5H	11_10217	623995670	139.9	TRUE												
Hordeum	5H	11_10236	656515293	161.7	TRUE												
Hordeum	5H	11_10254	652246346	159.5	TRUE												
Hordeum	5H	11_10260	38558392	41.3	TRUE												
Hordeum	5H	11_10336	637433297	149.1	TRUE												
Hordeum	5H	11_10360	588903192	118.8	TRUE												
Hordeum	5H	11_10363	620203427	138.5	TRUE												
Hordeum	5H	11_10385	630712927	144.7	TRUE												
Hordeum	5H	11_10401	664997600	168.1	TRUE												
Hordeum	5H	11_10536	630531598	144.5	TRUE												
Hordeum	5H	11_10578	536448463	77.1	TRUE												
Hordeum	5H	11_10580	19792822	30.6	TRUE												
Hordeum	5H	11_10582	632548119	144.9	TRUE												
Hordeum	5H	11_10589	623949597	139.9	TRUE												
Hordeum	5H	11_10600	649232960	155.8	TRUE												
Hordeum	5H	11_10621	23246071	31.7	TRUE												
Hordeum	5H	11_10658	609154093	131.2	TRUE												
Hordeum	5H	11_10661	305528375	44.2	TRUE												
Hordeum	5H	11_10671	424593878	47.7	TRUE												
Hordeum	5H	11_10688	16277132	28.3	TRUE												
Hordeum	5H	11_10705	597797164	125.5	TRUE												
Hordeum	5H	11_10736	656077276	161.4	TRUE												
Hordeum	5H	11_10741	631586711	144.7	TRUE												
Hordeum	5H	11_10771	545449554	80.3	TRUE												
Hordeum	5H	11_10778	648410579	155.6	TRUE												
Hordeum	5H	11_10783	598250952	125.6	TRUE												
Hordeum	5H	11_10805	590124633	119.8	TRUE												
Hordeum	5H	11_10819	609200677	131.2	TRUE												
Hordeum	5H	11_10820	629528876	143.4	TRUE												
Hordeum	5H	11_10834	559204073	94.7	TRUE												
Hordeum	5H	11_10840	423881193	47.7	TRUE												
Hordeum	5H	11_10845	605405791	129.4	TRUE												
Hordeum	5H	11_10901	629115072	143.3	TRUE												
Hordeum	5H	11_10902	631203604	144.7	TRUE												
Hordeum	5H	11_10995	146462242	44.2	TRUE												
Hordeum	5H	11_11048	12380644	23.6	TRUE												
Hordeum	5H	11_11071	606531778	129.4	TRUE												
Hordeum	5H	11_11080	598917589	125.8	TRUE												
Hordeum	5H	11_11090	595217199	122.4	TRUE												
Hordeum	5H	11_11092	610690129	133.8	TRUE												
Hordeum	5H	11_11128	363393417	44.5	TRUE												
Hordeum	5H	11_11273	563474890	97.2	TRUE												
Hordeum	5H	11_11350	553412544	87.6	TRUE												
Hordeum	5H	11_11375	591828836	120.8	TRUE												
Hordeum	5H	11_11473	547115792	81.3	TRUE												
Hordeum	5H	11_11497	626697338	142	TRUE												
Hordeum	5H	11_11506	363522801	44.8	TRUE												
Hordeum	5H	11_11532	605593058	129.4	TRUE												
Hordeum	5H	11_20003	589368480	118.9	TRUE												
Hordeum	5H	11_20022	657768216	162.5	TRUE												
Hordeum	5H	11_20078	632298125	144.9	TRUE												
Hordeum	5H	11_20104	624403379	140.1	TRUE												
Hordeum	5H	11_20105	383291254	46.7	TRUE												
Hordeum	5H	11_20129	130602489	44.2	TRUE												
Hordeum	5H	11_20132	372359432	169.4	FALSE												
Hordeum	5H	11_20188	599123281	125.8	TRUE												
Hordeum	5H	11_20206	3924393	4.2	TRUE												
Hordeum	5H	11_20236	509768671	62.5	TRUE												
Hordeum	5H	11_20239	373454403	46.3	TRUE												
Hordeum	5H	11_20259	594978246	122.4	TRUE												
Hordeum	5H	11_20298	594971772	122.4	TRUE												
Hordeum	5H	11_20300	589903699	119.4	TRUE												
Hordeum	5H	11_20306	393288681	47.2	TRUE												
Hordeum	5H	11_20320	560732721	95	TRUE												
Hordeum	5H	11_20324	632384000	144.9	TRUE												
Hordeum	5H	11_20332	371035139	46.2	TRUE												
Hordeum	5H	11_20334	640334690	150.3	TRUE												
Hordeum	5H	11_20347	588765184	118.8	TRUE												
Hordeum	5H	11_20367	501849882	60.8	TRUE												
Hordeum	5H	11_20375	609073896	131.2	TRUE												
Hordeum	5H	11_20388	619075706	137.9	TRUE												
Hordeum	5H	11_20396	369237514	45.1	TRUE												
Hordeum	5H	11_20402	668642360	169.4	TRUE												
Hordeum	5H	11_20461	266762999	44.2	TRUE												
Hordeum	5H	11_20526	542984300	80.3	TRUE												
Hordeum	5H	11_20536	650754758	157.4	TRUE												
Hordeum	5H	11_20551	608536936	130.3	TRUE												
Hordeum	5H	11_20553	1318464	0.1	TRUE												
Hordeum	5H	11_20560	635426502	146.1	TRUE												
Hordeum	5H	11_20568	617780015	136.8	TRUE												
Hordeum	5H	11_20571	41821455	41.7	TRUE												
Hordeum	5H	11_20653	589787307	119.4	TRUE												
Hordeum	5H	11_20676	612799248	134.7	TRUE												
Hordeum	5H	11_20697	121363898	44.2	TRUE												
Hordeum	5H	11_20713	479122439	51.5	TRUE												
Hordeum	5H	11_20730	24876262	34.1	TRUE												
Hordeum	5H	11_20737	361450925	44.5	TRUE												
Hordeum	5H	11_20766	34998568	41.3	TRUE												
Hordeum	5H	11_20786	662131998	166.7	TRUE												
Hordeum	5H	11_20826	642764922	151.7	TRUE												
Hordeum	5H	11_20829	641065683	151.3	TRUE												
Hordeum	5H	11_20841	107554231	44.2	TRUE												
Hordeum	5H	11_20845	24737426	34.1	TRUE												
Hordeum	5H	11_20850	229928354	83.5	FALSE												
Hordeum	5H	11_20873	9866403	17.9	TRUE												
Hordeum	5H	11_20876	635422638	146.1	TRUE												
Hordeum	5H	11_20883	575093105	107.6	TRUE												
Hordeum	5H	11_20894	1070678	0.1	TRUE												
Hordeum	5H	11_20903	34677472	41.3	TRUE												
Hordeum	5H	11_20934	638929788	149.8	TRUE												
Hordeum	5H	11_20958	156370085	44.2	TRUE												
Hordeum	5H	11_20980	24741544	34.1	TRUE												
Hordeum	5H	11_20987	39805507	41.6	TRUE												
Hordeum	5H	11_20988	640705320	151.1	TRUE												
Hordeum	5H	11_21001	501407456	60.5	TRUE												
Hordeum	5H	11_21011	146141244	44.2	TRUE												
Hordeum	5H	11_21012	648412894	155.6	TRUE												
Hordeum	5H	11_21024	632201007	144.9	TRUE												
Hordeum	5H	11_21041	629445913	143.5	TRUE												
Hordeum	5H	11_21061	561550904	95.1	TRUE												
Hordeum	5H	11_21065	9600389	17.6	TRUE												
Hordeum	5H	11_21077	614629503	135.3	TRUE												
Hordeum	5H	11_21108	663400890	167.7	TRUE												
Hordeum	5H	11_21121	481701687	52.3	TRUE												
Hordeum	5H	11_21150	534311158	74.9	TRUE												
Hordeum	5H	11_21155	659838844	165.8	TRUE												
Hordeum	5H	11_21162	662638435	166.8	TRUE												
Hordeum	5H	11_21177	595416742	122.6	TRUE												
Hordeum	5H	11_21200	439204511	48.2	TRUE												
Hordeum	5H	11_21202	4183705	5.3	TRUE												
Hordeum	5H	11_21203	589777207	119.2	TRUE												
Hordeum	5H	11_21215	273898900	44.2	TRUE												
Hordeum	5H	11_21241	600459885	125.8	TRUE												
Hordeum	5H	11_21247	595204884	122.4	TRUE												
Hordeum	5H	11_21260	371780738	46.2	TRUE												
Hordeum	5H	11_21309	498937976	59.7	TRUE												
Hordeum	5H	11_21314	558194881	93.4	TRUE												
Hordeum	5H	11_21321	558827272	93.9	TRUE												
Hordeum	5H	11_21344	459971602	49.7	TRUE												
Hordeum	5H	11_21350	167690347	44.2	TRUE												
Hordeum	5H	11_21355	623908293	139.4	TRUE												
Hordeum	5H	11_21391	24948895	34.2	TRUE												
Hordeum	5H	11_21401	74314801	44	TRUE												
Hordeum	5H	11_21426	9862051	18.2	TRUE												
Hordeum	5H	11_21447	94132853	44	TRUE												
Hordeum	5H	11_21452	630951108	144.7	TRUE												
Hordeum	5H	11_21508	315391792	48.3	FALSE												
Hordeum	5H	11_21536	370703428	46.2	TRUE												
Hordeum	5H	12_10016	624444586	140.1	TRUE												
Hordeum	5H	12_10079	378886729	46.7	TRUE												
Hordeum	5H	12_10322	668721862	169.4	TRUE												
Hordeum	5H	12_10408	547771176	84.4	TRUE												
Hordeum	5H	12_10499	17075384	29.1	TRUE												
Hordeum	5H	12_10508	372542948	46.2	TRUE												
Hordeum	5H	12_10530	16941975	29.1	TRUE												
Hordeum	5H	12_10844	558773419	93.9	TRUE												
Hordeum	5H	12_10904	622368516	139	TRUE												
Hordeum	5H	12_10923	74312905	44	TRUE												
Hordeum	5H	12_10930	535443089	75.9	TRUE												
Hordeum	5H	12_11450	651487083	159.2	TRUE												
Hordeum	5H	12_20867	648513686	155.6	TRUE												
Hordeum	5H	12_21009	650753193	157.4	TRUE												
Hordeum	5H	12_21372	67614257	42.8	TRUE												
Hordeum	5H	12_21497	535623456	76	TRUE												
Hordeum	5H	12_30062	619890644	138.3	TRUE												
Hordeum	5H	12_30067	592509324	121.5	TRUE												
Hordeum	5H	12_30162	638951179	149.8	TRUE												
Hordeum	5H	12_30165	634446510	145.8	TRUE												
Hordeum	5H	12_30167	9252480	17.6	TRUE												
Hordeum	5H	12_30183	622959216	139.1	TRUE												
Hordeum	5H	12_30193	368181264	44.8	TRUE												
Hordeum	5H	12_30214	366239890	44.8	TRUE												
Hordeum	5H	12_30354	90975191	44	TRUE												
Hordeum	5H	12_30360	666003792	168.5	TRUE												
Hordeum	5H	12_30377	587971000	118	TRUE												
Hordeum	5H	12_30382	668438485	169.4	TRUE												
Hordeum	5H	12_30400	618182978	137.2	TRUE												
Hordeum	5H	12_30408	270952748	44.2	TRUE												
Hordeum	5H	12_30410	24035001	31.9	TRUE												
Hordeum	5H	12_30454	100805845	44.2	TRUE												
Hordeum	5H	12_30456	565946520	98.9	TRUE												
Hordeum	5H	12_30494	656392750	161.5	TRUE												
Hordeum	5H	12_30515	450803569	48.8	TRUE												
Hordeum	5H	12_30524	582884770	113.5	TRUE												
Hordeum	5H	12_30538	395635118	47.6	TRUE												
Hordeum	5H	12_30543	397673	0	TRUE												
Hordeum	5H	12_30556	609152097	131.2	TRUE												
Hordeum	5H	12_30575	343326273	44.2	TRUE												
Hordeum	5H	12_30580	617959815	137.1	TRUE												
Hordeum	5H	12_30590	589146668	118.9	TRUE												
Hordeum	5H	12_30591	3152337	2.6	TRUE												
Hordeum	5H	12_30611	589583192	119	TRUE												
Hordeum	5H	12_30635	603612830	128.2	TRUE												
Hordeum	5H	12_30644	391517471	47	TRUE												
Hordeum	5H	12_30654	42144237	41.8	TRUE												
Hordeum	5H	12_30656	653569721	159.8	TRUE												
Hordeum	5H	12_30666	642941050	151.9	TRUE												
Hordeum	5H	12_30668	598568590	125.8	TRUE												
Hordeum	5H	12_30700	423047705	47.7	TRUE												
Hordeum	5H	12_30705	561727550	95.9	TRUE												
Hordeum	5H	12_30707	31296243	40	TRUE												
Hordeum	5H	12_30714	6937826	12	TRUE												
Hordeum	5H	12_30717	361809451	44.5	TRUE												
Hordeum	5H	12_30728	129714185	44.2	TRUE												
Hordeum	5H	12_30747	403415619	47.7	TRUE												
Hordeum	5H	12_30852	560732040	95	TRUE												
Hordeum	5H	12_30854	559462764	95	TRUE												
Hordeum	5H	12_30855	559462683	95	TRUE												
Hordeum	5H	12_30869	598563697	125.8	TRUE												
Hordeum	5H	12_30929	599134827	125.8	TRUE												
Hordeum	5H	12_30930	599128110	125.8	TRUE												
Hordeum	5H	12_30958	666823127	169.4	TRUE												
Hordeum	5H	12_30975	466893197	1.6	FALSE												
Hordeum	5H	12_31023	2754382	1.6	TRUE												
Hordeum	5H	12_31117	370703743	46.2	TRUE												
Hordeum	5H	12_31155	72936487	43.7	TRUE												
Hordeum	5H	12_31165	619632955	137.9	TRUE												
Hordeum	5H	12_31183	397043179	47.5	TRUE												
Hordeum	5H	12_31206	618627766	137.5	TRUE												
Hordeum	5H	12_31210	665992919	168.5	TRUE												
Hordeum	5H	12_31217	610016886	131.7	TRUE												
Hordeum	5H	12_31237	600548397	126.3	TRUE												
Hordeum	5H	12_31257	67487717	42.8	TRUE												
Hordeum	5H	12_31259	288439235	44.2	TRUE												
Hordeum	5H	12_31271	542625365	80.5	TRUE												
Hordeum	5H	12_31292	662812565	166.8	TRUE												
Hordeum	5H	12_31312	47057299	42	TRUE												
Hordeum	5H	12_31352	659736826	165.8	TRUE												
Hordeum	5H	12_31366	606164060	129.4	TRUE												
Hordeum	5H	12_31390	97833210	44	TRUE												
Hordeum	5H	12_31417	557803450	93	TRUE												
Hordeum	5H	12_31423	126610586	44.2	TRUE												
Hordeum	5H	12_31427	528355024	71.7	TRUE												
Hordeum	5H	12_31512	101849000	44.2	TRUE												
Hordeum	5H	SCRI_RS_101263	34519698	41.3	TRUE												
Hordeum	5H	SCRI_RS_101469	80726333	44	TRUE												
Hordeum	5H	SCRI_RS_102066	643831518	152.4	TRUE												
Hordeum	5H	SCRI_RS_10219	127754255	44.2	TRUE												
Hordeum	5H	SCRI_RS_102414	606026986	129.4	TRUE												
Hordeum	5H	SCRI_RS_103377	131417090	44.2	TRUE												
Hordeum	5H	SCRI_RS_105705	614932844	135.8	TRUE												
Hordeum	5H	SCRI_RS_105868	666128361	168.5	TRUE												
Hordeum	5H	SCRI_RS_10702	668442300	169.4	TRUE												
Hordeum	5H	SCRI_RS_108416	17131711	29.1	TRUE												
Hordeum	5H	SCRI_RS_108541	6932179	12	TRUE												
Hordeum	5H	SCRI_RS_10924	641259887	151.3	TRUE												
Hordeum	5H	SCRI_RS_10929	2551869	1.5	TRUE												
Hordeum	5H	SCRI_RS_109468	105664826	44.2	TRUE												
Hordeum	5H	SCRI_RS_11024	665177460	168.8	TRUE												
Hordeum	5H	SCRI_RS_112000	667031048	169.4	TRUE												
Hordeum	5H	SCRI_RS_11206	532482529	73.3	TRUE												
Hordeum	5H	SCRI_RS_114549	396417659	48	TRUE												
Hordeum	5H	SCRI_RS_114729	42019408	41.7	TRUE												
Hordeum	5H	SCRI_RS_118326	640710131	151.1	TRUE												
Hordeum	5H	SCRI_RS_119692	365491192	44.8	TRUE												
Hordeum	5H	SCRI_RS_119781	418448587	47.8	TRUE												
Hordeum	5H	SCRI_RS_120501	665601626	168.9	TRUE												
Hordeum	5H	SCRI_RS_120914	397048139	47.6	TRUE												
Hordeum	5H	SCRI_RS_121526	665575557	168.9	TRUE												
Hordeum	5H	SCRI_RS_122171	589580618	119	TRUE												
Hordeum	5H	SCRI_RS_122458	597855810	125.5	TRUE												
Hordeum	5H	SCRI_RS_123668	645052146	152.6	TRUE												
Hordeum	5H	SCRI_RS_124472	590967412	120.2	TRUE												
Hordeum	5H	SCRI_RS_12491	644420753	152.4	TRUE												
Hordeum	5H	SCRI_RS_12519	665176981	168.8	TRUE												
Hordeum	5H	SCRI_RS_125258	620198735	138.5	TRUE												
Hordeum	5H	SCRI_RS_12707	623955352	139.9	TRUE												
Hordeum	5H	SCRI_RS_127785	558935814	94.4	TRUE												
Hordeum	5H	SCRI_RS_127921	667021271	169.4	TRUE												
Hordeum	5H	SCRI_RS_128397	642973761	151.9	TRUE												
Hordeum	5H	SCRI_RS_128407	605366696	129.4	TRUE												
Hordeum	5H	SCRI_RS_129414	127751236	44.2	TRUE												
Hordeum	5H	SCRI_RS_129727	606312629	129.4	TRUE												
Hordeum	5H	SCRI_RS_130320	664378616	167.9	TRUE												
Hordeum	5H	SCRI_RS_130708	102441959	44.2	TRUE												
Hordeum	5H	SCRI_RS_130992	595411192	122.6	TRUE												
Hordeum	5H	SCRI_RS_131163	654800710	160.5	TRUE												
Hordeum	5H	SCRI_RS_131479	635880985	146.3	TRUE												
Hordeum	5H	SCRI_RS_132280	348045970	44.2	TRUE												
Hordeum	5H	SCRI_RS_132308	644527056	152.4	TRUE												
Hordeum	5H	SCRI_RS_13262	623480627	139.2	TRUE												
Hordeum	5H	SCRI_RS_133042	394033818	47.2	TRUE												
Hordeum	5H	SCRI_RS_13320	601271063	126.8	TRUE												
Hordeum	5H	SCRI_RS_133323	591295900	120.2	TRUE												
Hordeum	5H	SCRI_RS_133453	605364681	129.4	TRUE												
Hordeum	5H	SCRI_RS_133538	96626334	44	TRUE												
Hordeum	5H	SCRI_RS_133600	6939329	12	TRUE												
Hordeum	5H	SCRI_RS_133602	597834882	125.5	TRUE												
Hordeum	5H	SCRI_RS_133662	67614327	42.8	TRUE												
Hordeum	5H	SCRI_RS_133674	33871043	41.2	TRUE												
Hordeum	5H	SCRI_RS_133909	2567626	1.6	TRUE												
Hordeum	5H	SCRI_RS_13395	359524635	44.4	TRUE												
Hordeum	5H	SCRI_RS_134225	336910441	44.2	TRUE												
Hordeum	5H	SCRI_RS_134358	639614922	149.9	TRUE												
Hordeum	5H	SCRI_RS_134444	275039338	44.2	TRUE												
Hordeum	5H	SCRI_RS_134798	381284600	46.7	TRUE												
Hordeum	5H	SCRI_RS_135425	369572248	45.2	TRUE												
Hordeum	5H	SCRI_RS_136857	160117892	44.2	TRUE												
Hordeum	5H	SCRI_RS_137053	552127	0	TRUE												
Hordeum	5H	SCRI_RS_137196	342482465	44.2	TRUE												
Hordeum	5H	SCRI_RS_137249	465330153	50	TRUE												
Hordeum	5H	SCRI_RS_137838	131941740	44.2	TRUE												
Hordeum	5H	SCRI_RS_137866	94138749	44	TRUE												
Hordeum	5H	SCRI_RS_137893	459377106	49.7	TRUE												
Hordeum	5H	SCRI_RS_137940	359312742	44.2	TRUE												
Hordeum	5H	SCRI_RS_138146	593599845	121.5	TRUE												
Hordeum	5H	SCRI_RS_1386	478934819	51.5	TRUE												
Hordeum	5H	SCRI_RS_138608	629913958	143.8	TRUE												
Hordeum	5H	SCRI_RS_138735	628395274	142.7	TRUE												
Hordeum	5H	SCRI_RS_138811	94860076	44	TRUE												
Hordeum	5H	SCRI_RS_13882	655808505	161.3	TRUE												
Hordeum	5H	SCRI_RS_138933	598089685	125.6	TRUE												
Hordeum	5H	SCRI_RS_13902	74085570	44	TRUE												
Hordeum	5H	SCRI_RS_13960	562105635	95.9	TRUE												
Hordeum	5H	SCRI_RS_13964	392357672	47.2	TRUE												
Hordeum	5H	SCRI_RS_139961	334530232	44.2	TRUE												
Hordeum	5H	SCRI_RS_140054	551823131	85.6	TRUE												
Hordeum	5H	SCRI_RS_140294	509320111	62.5	TRUE												
Hordeum	5H	SCRI_RS_140356	606929389	129.7	TRUE												
Hordeum	5H	SCRI_RS_140487	532546551	73.5	TRUE												
Hordeum	5H	SCRI_RS_14089	612629119	134.7	TRUE												
Hordeum	5H	SCRI_RS_14097	575261098	107.6	TRUE												
Hordeum	5H	SCRI_RS_141271	643013632	151.9	TRUE												
Hordeum	5H	SCRI_RS_141314	666505826	169.4	TRUE												
Hordeum	5H	SCRI_RS_141634	653922089	159.8	TRUE												
Hordeum	5H	SCRI_RS_141778	598229924	125.6	TRUE												
Hordeum	5H	SCRI_RS_141949	92319330	44	TRUE												
Hordeum	5H	SCRI_RS_142259	80422910	44	TRUE												
Hordeum	5H	SCRI_RS_142549	337466783	44.2	TRUE												
Hordeum	5H	SCRI_RS_143179	624175333	140.1	TRUE												
Hordeum	5H	SCRI_RS_143508	557858077	93.4	TRUE												
Hordeum	5H	SCRI_RS_143952	6663563	10.8	TRUE												
Hordeum	5H	SCRI_RS_144696	425770365	47.7	TRUE												
Hordeum	5H	SCRI_RS_144841	465923401	50	TRUE												
Hordeum	5H	SCRI_RS_145129	86521501	44	TRUE												
Hordeum	5H	SCRI_RS_14527	631177874	144.7	TRUE												
Hordeum	5H	SCRI_RS_145275	153873658	44.1	TRUE												
Hordeum	5H	SCRI_RS_145388	645054529	152.6	TRUE												
Hordeum	5H	SCRI_RS_145394	658877638	163.6	TRUE												
Hordeum	5H	SCRI_RS_1458	639355529	149.8	TRUE												
Hordeum	5H	SCRI_RS_14608	664642806	167.9	TRUE												
Hordeum	5H	SCRI_RS_146093	547487281	83.6	TRUE												
Hordeum	5H	SCRI_RS_146241	664850192	167.9	TRUE												
Hordeum	5H	SCRI_RS_146573	617777065	136.8	TRUE												
Hordeum	5H	SCRI_RS_147315	595208412	122.4	TRUE												
Hordeum	5H	SCRI_RS_147429	392986610	47.2	TRUE												
Hordeum	5H	SCRI_RS_147462	375277977	46.3	TRUE												
Hordeum	5H	SCRI_RS_147819	544627632	80.3	TRUE												
Hordeum	5H	SCRI_RS_148120	605864038	129.4	TRUE												
Hordeum	5H	SCRI_RS_148312	81676209	44	TRUE												
Hordeum	5H	SCRI_RS_148696	624176895	140.1	TRUE												
Hordeum	5H	SCRI_RS_148870	364650749	44.8	TRUE												
Hordeum	5H	SCRI_RS_149232	289884810	44.2	TRUE												
Hordeum	5H	SCRI_RS_149440	257592535	44.2	TRUE												
Hordeum	5H	SCRI_RS_149877	8214384	14.5	TRUE												
Hordeum	5H	SCRI_RS_149936	612199205	134.3	TRUE												
Hordeum	5H	SCRI_RS_150014	6939071	12	TRUE												
Hordeum	5H	SCRI_RS_150023	288729756	44.2	TRUE												
Hordeum	5H	SCRI_RS_1501	590274960	120.1	TRUE												
Hordeum	5H	SCRI_RS_15011	587814196	118	TRUE												
Hordeum	5H	SCRI_RS_150232	590654212	120.2	TRUE												
Hordeum	5H	SCRI_RS_150410	542613648	80.2	TRUE												
Hordeum	5H	SCRI_RS_150540	643744119	152.4	TRUE												
Hordeum	5H	SCRI_RS_150686	651130719	157.8	TRUE												
Hordeum	5H	SCRI_RS_150691	590107033	119.7	TRUE												
Hordeum	5H	SCRI_RS_151061	371257469	46.2	TRUE												
Hordeum	5H	SCRI_RS_151407	663945928	167.9	TRUE												
Hordeum	5H	SCRI_RS_151716	638476947	149.4	TRUE												
Hordeum	5H	SCRI_RS_151755	318870120	44.2	TRUE												
Hordeum	5H	SCRI_RS_151815	131946335	44.2	TRUE												
Hordeum	5H	SCRI_RS_152365	623896067	139.4	TRUE												
Hordeum	5H	SCRI_RS_152849	563537655	97.3	TRUE												
Hordeum	5H	SCRI_RS_153139	90680915	44	TRUE												
Hordeum	5H	SCRI_RS_153238	623963735	139.9	TRUE												
Hordeum	5H	SCRI_RS_153322	622362784	139	TRUE												
Hordeum	5H	SCRI_RS_153463	73999947	44	TRUE												
Hordeum	5H	SCRI_RS_153476	379153287	46.7	TRUE												
Hordeum	5H	SCRI_RS_153553	82543275	44	TRUE												
Hordeum	5H	SCRI_RS_153575	630342650	144.2	TRUE												
Hordeum	5H	SCRI_RS_153933	658973265	163.7	TRUE												
Hordeum	5H	SCRI_RS_153937	546018412	80.3	TRUE												
Hordeum	5H	SCRI_RS_154144	593673627	122	TRUE												
Hordeum	5H	SCRI_RS_154756	655032690	160.5	TRUE												
Hordeum	5H	SCRI_RS_155322	640002824	150.1	TRUE												
Hordeum	5H	SCRI_RS_155555	5590683	8.6	TRUE												
Hordeum	5H	SCRI_RS_155688	630789315	144.7	TRUE												
Hordeum	5H	SCRI_RS_155999	614779750	135.4	TRUE												
Hordeum	5H	SCRI_RS_156086	348285884	44.2	TRUE												
Hordeum	5H	SCRI_RS_156276	338194532	44.2	TRUE												
Hordeum	5H	SCRI_RS_156295	23671741	31.9	TRUE												
Hordeum	5H	SCRI_RS_156396	385172623	46.7	TRUE												
Hordeum	5H	SCRI_RS_156499	143774878	44.2	TRUE												
Hordeum	5H	SCRI_RS_156505	95920954	44	TRUE												
Hordeum	5H	SCRI_RS_156598	666428132	169.4	TRUE												
Hordeum	5H	SCRI_RS_157176	623479156	139.2	TRUE												
