poscM Chromosome Start End GenDens
0.82 chr4H 2874066926 2874096986 30060
0.821 chr4H 2299934557 2299945452 10895
0.822 chr4H 1725963715 1725976526 12811
0.823 chr4H 1150749289 1150757877 8588
0.824 chr4H 1151369534 1151372110 2576
0.826 chr4H 575925017 575926479 1462
0.828 chr4H 1152723103 1152731628 8525
0.829 chr4H 576485506 576486098 592
0.83 chr4H 1153288627 1153291846 3219
0.831 chr4H 2307638132 2307648532 10400
0.832 chr4H 1731282837 1731534232 251395
0.834 chr4H 2309782277 2309792979 10702
0.835 chr4H 577664529 577665930 1401
0.836 chr4H 1733455490 1733461262 5772
0.839 chr4H 3470379214 3470397635 18421
0.84 chr4H 578590887 578593565 2678
0.841 chr4H 578664349 578666723 2374
0.842 chr4H 2315848105 2315862803 14698
0.844 chr4H 579272866 579274002 1136
0.847 chr4H 1739588224 1739591409 3185
0.848 chr4H 1739767592 1739774093 6501
0.849 chr4H 2320613266 2320634390 21124
0.85 chr4H 1160619260 1160623398 4138
0.851 chr4H 4644439246 4644472402 33156
0.853 chr4H 2323660656 2323689715 29059
0.854 chr4H 2905470795 2905480218 9423
0.855 chr4H 1162677899 1162682345 4446
0.856 chr4H 1163060838 1163070039 9201
0.857 chr4H 2326989633 2327151736 162103
0.859 chr4H 1164072917 1164084174 11257
0.86 chr4H 1164463546 1164468288 4742
0.861 chr4H 2329709229 2329717105 7876
0.862 chr4H 582566990 582572246 5256
0.865 chr4H 582930748 582935226 4478
0.866 chr4H 583211766 583215394 3628
0.867 chr4H 1166622201 1166625646 3445
0.868 chr4H 583405849 583410530 4681
0.869 chr4H 2334465403 2334476545 11142
0.87 chr4H 2919069758 2919083926 14168
0.872 chr4H 1752384716 1752403154 18438
0.873 chr4H 1168673575 1168677692 4117
0.874 chr4H 1753431701 1753438017 6316
0.875 chr4H 1169236566 1169240686 4120
0.876 chr4H 1169472668 1169475033 2365
0.877 chr4H 1754718220 1754721768 3548
0.878 chr4H 585069861 585077756 7895
0.879 chr4H 585199483 585200969 1486
0.88 chr4H 585380084 585492652 112568
0.881 chr4H 585626696 585756819 130123
0.882 chr4H 1171444120 1171446871 2751
0.883 chr4H 585931366 585931599 233
0.884 chr4H 1172110582 1172116785 6203
0.885 chr4H 1758310792 1758322834 12042
0.886 chr4H 4104100289 4104110178 9889
0.887 chr4H 2932404479 2932418199 13720
0.888 chr4H 586673925 586675376 1451
0.889 chr4H 1173418725 1173426780 8055
0.89 chr4H 1760703121 1760717500 14379
0.893 chr4H 2350105003 2350114657 9654
0.894 chr4H 1175559143 1175570412 11269
0.895 chr4H 587959602 587960524 922
0.896 chr4H 1764427883 1764430610 2727
0.897 chr4H 1765203020 1765207694 4674
0.898 chr4H 1177360971 1177371086 10115
0.899 chr4H 1766675573 1766680867 5294
0.9 chr4H 589185446 589190534 5088
0.901 chr4H 589294041 589298592 4551
0.903 chr4H 1179609667 1179627021 17354
0.904 chr4H 2950579801 2950585710 5909
0.905 chr4H 2361296358 2361299860 3502
0.906 chr4H 590630680 590632315 1635
0.907 chr4H 590797256 590799359 2103
0.908 chr4H 1772837129 1772844491 7362
0.909 chr4H 4138602820 4138610465 7645
0.91 chr4H 591506629 591510046 3417
0.911 chr4H 591521496 591525255 3759
0.913 chr4H 1183855965 1183864713 8748
0.914 chr4H 5330024754 5330053514 28760
0.915 chr4H 1184729073 1184733068 3995
0.918 chr4H 1185866242 1185872873 6631
0.919 chr4H 2372533893 2372552943 19050
0.92 chr4H 1186586001 1186597726 11725
0.921 chr4H 1186982274 1186999156 16882
0.922 chr4H 3561766251 3561783314 17063
0.923 chr4H 1781669095 1781680890 11795
0.924 chr4H 593943983 593944529 546
0.925 chr4H 1782474856 1782490080 15224
0.926 chr4H 2377427497 2377437341 9844
0.927 chr4H 1783498885 1783506685 7800
0.928 chr4H 4162862503 4163081548 219045
0.929 chr4H 594823939 594835503 11564
0.93 chr4H 2380245922 2380314994 69072
0.931 chr4H 1190514447 1190521131 6684
0.932 chr4H 2381350658 2381364184 13526
0.933 chr4H 595523761 595528850 5089
0.934 chr4H 1191532929 1191539840 6911
0.935 chr4H 1787420907 1787427490 6583
0.936 chr4H 2384134495 2384148435 13940
0.937 chr4H 2384518931 2384529107 10176
0.938 chr4H 596299561 596307590 8029
0.939 chr4H 2385943770 2385950743 6973
0.94 chr4H 2983025149 2983042920 17771
0.942 chr4H 1193816909 1193821103 4194
0.943 chr4H 1194068097 1194075130 7033
0.945 chr4H 597363967 597364221 254
0.946 chr4H 597422094 597430076 7982
0.947 chr4H 597592308 597596477 4169
0.949 chr4H 597805479 597809443 3964
0.95 chr4H 597944225 597945471 1246
0.951 chr4H 1196126224 1196130265 4041
0.952 chr4H 598222133 598226607 4474
0.954 chr4H 1795521824 1795523799 1975
0.955 chr4H 1197293907 1197296140 2233
0.956 chr4H 1197653123 1197662126 9003
0.957 chr4H 598855878 598856783 905
0.958 chr4H 2395993739 2396007277 13538
0.959 chr4H 3595217533 3595230445 12912
0.96 chr4H 2397052263 2397072597 20334
0.961 chr4H 1198867870 1198871570 3700
0.962 chr4H 2398103867 2398123144 19277
0.963 chr4H 1199310653 1199315452 4799
0.964 chr4H 1199585957 1199590356 4399
0.965 chr4H 1199890378 1199896714 6336
0.966 chr4H 1200062400 1200069394 6994
0.967 chr4H 600127794 600128901 1107
0.968 chr4H 600308834 600313109 4275
0.969 chr4H 1801212417 1801215167 2750
0.97 chr4H 600583266 600589698 6432
0.971 chr4H 5405788697 5405810998 22301
0.972 chr4H 1201484975 1201490503 5528
0.975 chr4H 1803359456 1803382943 23487
0.976 chr4H 2404742502 2404750826 8324
0.977 chr4H 1202534018 1202536668 2650
0.978 chr4H 1202774534 1202778271 3737
0.98 chr4H 2406405557 2406418365 12808
0.981 chr4H 601704457 601707982 3525
0.982 chr4H 601831094 601831297 203
0.983 chr4H 1805768954 1805775545 6591
0.984 chr4H 1805951905 1805964852 12947
0.985 chr4H 1204147641 1204151751 4110
0.987 chr4H 1806853391 1806863189 9798
0.99 chr4H 1205158768 1205163798 5030
0.991 chr4H 1205314489 1205325037 10548
0.992 chr4H 602780592 602782960 2368
0.993 chr4H 602825569 602825983 414
0.994 chr4H 602968251 602969512 1261
0.995 chr4H 603024981 603026042 1061
0.998 chr4H 603352485 603377776 25291
0.999 chr4H 603432446 603433455 1009
1.001 chr4H 2414428042 2414435059 7017
1.003 chr4H 1207592373 1207599240 6867
1.005 chr4H 1208031832 1208035265 3433
1.009 chr4H 1208802614 1208815139 12525
1.01 chr4H 1208955518 1208965450 9932
1.012 chr4H 604659163 604667747 8584
1.013 chr4H 604747329 604752330 5001
1.016 chr4H 604991951 604998990 7039
1.019 chr4H 605303615 605305776 2161
1.02 chr4H 1210699584 1210728363 28779
1.021 chr4H 1816323896 1816327498 3602
1.022 chr4H 1211027592 1211029787 2195
1.024 chr4H 1211293576 1211317761 24185
1.025 chr4H 605786041 605786811 770
1.026 chr4H 1817511386 1817514232 2846
1.028 chr4H 1212123991 1212136294 12303
1.029 chr4H 1818529818 1818543796 13978
1.03 chr4H 1818748223 1818761499 13276
1.031 chr4H 606349450 606350345 895
1.032 chr4H 606484486 606487431 2945
1.034 chr4H 1213396131 1213397440 1309
1.035 chr4H 3034056001 3034066822 10821
1.037 chr4H 607021856 607024644 2788
1.038 chr4H 1821543055 1821545747 2692
1.039 chr4H 1214460502 1214462412 1910
1.04 chr4H 607332460 607334210 1750
1.041 chr4H 607441612 607443946 2334
1.042 chr4H 1822820247 1822830986 10739
1.043 chr4H 1823176449 1823182635 6186
1.044 chr4H 607862695 607866879 4184
1.046 chr4H 2432118755 2432139283 20528
1.047 chr4H 1216199007 1216206020 7013
1.049 chr4H 1216748123 1216758529 10406
1.05 chr4H 1216838290 1216844883 6593
1.051 chr4H 608545855 608548864 3009
1.054 chr4H 608851179 608856344 5165
1.055 chr4H 609002595 609004185 1590
1.058 chr4H 2436950291 2436968242 17951
1.059 chr4H 609311398 609335628 24230
1.06 chr4H 1828402165 1828411471 9306
1.063 chr4H 609751289 609753544 2255
1.064 chr4H 609867536 609872982 5446
1.065 chr4H 3049757232 3049762412 5180
1.066 chr4H 609995681 609997877 2196
1.067 chr4H 610162241 610205099 42858
1.069 chr4H 610304724 610309366 4642
1.07 chr4H 610442659 610446537 3878
1.074 chr4H 1221687856 1221693971 6115
1.075 chr4H 610930296 610934429 4133
1.076 chr4H 2444324436 2444339878 15442
1.077 chr4H 611132359 611132652 293
1.078 chr4H 611346020 611350289 4269
1.079 chr4H 611364004 611365805 1801
1.08 chr4H 2445931067 2445943549 12482
1.081 chr4H 2446615545 2446628636 13091
1.082 chr4H 3058987029 3059004827 17798
1.085 chr4H 1836327825 1836358202 30377
1.087 chr4H 612376693 612380761 4068
1.088 chr4H 1225201448 1225212318 10870
1.089 chr4H 612659665 612661826 2161
1.09 chr4H 1225721072 1225725677 4605
1.091 chr4H 1226031092 1226033924 2832
1.092 chr4H 1226404020 1226417454 13434
1.094 chr4H 1840217859 1840232684 14825
1.095 chr4H 613523306 613528175 4869
1.096 chr4H 3068304946 3068325659 20713
1.097 chr4H 4296507674 4296550538 42864
1.099 chr4H 1228052154 1228058615 6461
1.1 chr4H 614170863 614172216 1353
1.101 chr4H 614363810 614366831 3021
1.102 chr4H 3072228723 3072234661 5938
1.103 chr4H 614553639 614554136 497
1.104 chr4H 1844071433 1844077754 6321
1.105 chr4H 614889111 614889954 843
1.106 chr4H 614944494 614946786 2292
1.107 chr4H 1845434882 1845440678 5796
1.108 chr4H 615196827 615198447 1620
1.109 chr4H 1230731516 1230739724 8208
1.111 chr4H 615649157 615650856 1699
1.112 chr4H 1847180359 1847200582 20223
1.114 chr4H 615966168 615966829 661
1.116 chr4H 1232482760 1232500375 17615
1.118 chr4H 1232936010 1232940881 4871
1.12 chr4H 1233509387 1233518310 8923
1.121 chr4H 616821878 616826310 4432
1.122 chr4H 1851070062 1851077446 7384
1.123 chr4H 617275157 617281332 6175
1.124 chr4H 3704469671 3704477793 8122
1.125 chr4H 3707148706 3707191590 42884
1.126 chr4H 5566410663 5566421125 10462
1.127 chr4H 2474723266 2474818480 95214
1.128 chr4H 1856566633 1856575719 9086
1.129 chr4H 1238097228 1238107946 10718
1.13 chr4H 3096352778 3096360242 7464
1.131 chr4H 1858327711 1858333989 6278
1.132 chr4H 1239096950 1239210594 113644
1.133 chr4H 3098680563 3098698173 17610
1.134 chr4H 3720002525 3720012724 10199
1.135 chr4H 1860599232 1860605755 6523
1.136 chr4H 4963056360 4963101019 44659
1.137 chr4H 1241236849 1241242357 5508
1.138 chr4H 3104133141 3104156994 23853
1.139 chr4H 1242039329 1242045367 6038
1.14 chr4H 1863827459 1863837850 10391
1.141 chr4H 1242899348 1242930890 31542
1.142 chr4H 621552264 621557144 4880
1.144 chr4H 2486924298 2486944653 20355
1.146 chr4H 621892517 621897222 4705
1.147 chr4H 621947610 621955131 7521
1.148 chr4H 622059599 622062306 2707
1.149 chr4H 3732889550 3732902468 12918
1.15 chr4H 622319413 622320415 1002
1.151 chr4H 622330494 622332849 2355
1.152 chr4H 622489152 622489358 206
1.153 chr4H 622567232 622567887 655
1.154 chr4H 2490401922 2490417289 15367
1.155 chr4H 3113515730 3113537741 22011
1.156 chr4H 1245508577 1245509490 913
1.158 chr4H 1868864133 1868880316 16183
1.16 chr4H 3115649340 3115670111 20771
1.161 chr4H 2492759556 2492776559 17003
1.162 chr4H 1246568685 1246610620 41935
1.163 chr4H 3740053201 3740097668 44467
1.164 chr4H 1870361016 1870377263 16247
1.165 chr4H 623512883 623514786 1903
1.167 chr4H 623653277 623660515 7238
1.168 chr4H 1871167308 1871177500 10192
1.17 chr4H 623900159 623902519 2360
1.172 chr4H 624043311 624044127 816
1.175 chr4H 1872866999 1872869604 2605
1.176 chr4H 624476672 624477331 659
1.177 chr4H 1873722465 1873737125 14660
1.178 chr4H 3123164852 3123187823 22971
1.18 chr4H 624939062 624942878 3816
1.181 chr4H 625043421 625047758 4337
1.182 chr4H 2500818194 2500831737 13543
1.184 chr4H 2503587397 2503677654 90257
1.185 chr4H 1252063087 1252071567 8480
1.186 chr4H 2504947163 2505121488 174325
1.187 chr4H 1879249652 1879254202 4550
1.188 chr4H 1253282718 1253285088 2370
1.189 chr4H 1880292616 1880301215 8599
1.19 chr4H 3134277252 3134304042 26790
1.191 chr4H 5643197855 5643243142 45287
1.194 chr4H 1882192800 1882199036 6236
1.195 chr4H 1254972540 1254974006 1466
1.197 chr4H 1255498830 1255500026 1196
1.198 chr4H 1255770014 1255772838 2824
1.199 chr4H 2511815296 2511852334 37038
1.2 chr4H 628057526 628061471 3945
1.201 chr4H 1884289831 1884300478 10647
1.203 chr4H 1256624405 1256631047 6642
1.204 chr4H 1256736301 1256743913 7612
1.205 chr4H 628460247 628460769 522
1.206 chr4H 628493069 628495886 2817
1.208 chr4H 628636215 628639479 3264
1.209 chr4H 1257443492 1257457409 13917
1.211 chr4H 628801846 628803652 1806
1.212 chr4H 628894566 628894876 310
1.216 chr4H 629184972 629263041 78069
1.217 chr4H 629250742 629253511 2769
1.219 chr4H 629355424 629360910 5486
1.22 chr4H 629483972 629487192 3220
1.221 chr4H 1888614973 1888630127 15154
1.222 chr4H 3148093734 3148107149 13415
1.224 chr4H 629791692 629796611 4919
1.225 chr4H 1259626282 1259630256 3974
1.23 chr4H 1260350192 1260361694 11502
1.231 chr4H 1260447952 1260448815 863
1.233 chr4H 1260669964 1260683063 13099
1.235 chr4H 1891522661 1891533515 10854
1.238 chr4H 630725540 630737102 11562
1.239 chr4H 1261699496 1261704608 5112
1.24 chr4H 2523557628 2523567808 10180
1.241 chr4H 1892926024 1892932118 6094
1.242 chr4H 631101095 631101907 812
1.243 chr4H 1262452333 1262453738 1405
1.244 chr4H 1262587986 1262591666 3680
1.246 chr4H 3157428689 3157450879 22190
1.247 chr4H 1263209251 1263211256 2005
1.248 chr4H 1263433734 1263438919 5185
1.249 chr4H 631746453 631747721 1268
1.251 chr4H 632007694 632049867 42173
1.253 chr4H 3160915354 3160925000 9646
1.254 chr4H 4426095468 4426120164 24696
1.257 chr4H 3163049653 3163066471 16818
1.258 chr4H 632759285 632761876 2591
1.261 chr4H 3798247602 3798262618 15016
1.262 chr4H 3165903006 3165917047 14041
1.263 chr4H 1899831233 1899840989 9756
1.264 chr4H 5067135318 5067162366 27048
1.265 chr4H 633507863 633512183 4320
1.266 chr4H 633598304 633602296 3992
1.268 chr4H 2535327307 2535344161 16854
1.27 chr4H 1902319264 1902325020 5756
1.271 chr4H 2536853098 2536855474 2376
1.272 chr4H 634293301 634294545 1244
1.273 chr4H 2537841187 2537855963 14776
1.274 chr4H 1269125479 1269130358 4879
1.275 chr4H 3173437963 3173458562 20599
1.276 chr4H 2539208930 2539223033 14103
1.277 chr4H 1269886536 1269887905 1369
1.278 chr4H 3175485370 3175500376 15006
1.279 chr4H 2540671217 2540672449 1232
1.28 chr4H 635341974 635342983 1009
1.281 chr4H 635543739 635545159 1420
1.282 chr4H 1906896152 1906912397 16245
1.283 chr4H 1907120507 1907124691 4184
1.284 chr4H 1907847111 1907854541 7430
1.285 chr4H 636120607 636121058 451
1.286 chr4H 1908610954 1908623432 12478
1.287 chr4H 3181752809 3181772206 19397
1.288 chr4H 636572241 636701590 129349
1.289 chr4H 1273160466 1273176448 15982
1.29 chr4H 1273680705 1273722397 41692
1.293 chr4H 1274735874 1274741774 5900
1.294 chr4H 3187355571 3187401416 45845
1.295 chr4H 637603403 637606992 3589
1.296 chr4H 1275513838 1275520372 6534
1.297 chr4H 2552093182 2552113714 20532
1.298 chr4H 3829114544 3829175448 60904
1.299 chr4H 3830156536 3830161101 4565
1.3 chr4H 1915600068 1915609170 9102
1.301 chr4H 1277450313 1277452526 2213
1.303 chr4H 2556687594 2556704062 16468
1.304 chr4H 639392927 639395123 2196
1.305 chr4H 639495380 639498949 3569
1.306 chr4H 2558953662 2558960438 6776
1.307 chr4H 1279890270 1279917483 27213
1.308 chr4H 1920841891 1920855332 13441
1.309 chr4H 10889500173 10889593590 93417
1.31 chr4H 4484978209 4485013282 35073
1.311 chr4H 5770188251 5770219106 30855
1.312 chr4H 3847775483 3847811448 35965
1.313 chr4H 3208187735 3208209906 22171
1.314 chr4H 3851719554 3851736073 16519
1.315 chr4H 5780004407 5780310943 306536
1.316 chr4H 5782892927 5782919507 26580
1.317 chr4H 3858304037 3858359758 55721
1.318 chr4H 11583487207 11583531688 44481
1.319 chr4H 2575614922 2575622607 7685
1.32 chr4H 14180464188 14180569400 105212
1.321 chr4H 10971833280 10971885662 52382
1.322 chr4H 13574037211 13574274890 237679
0 chr5H 248988 254173 5185
0.002 chr5H 315593 316177 584
0.004 chr5H 391930 397844 5914
0.005 chr5H 1301368 1307660 6292
0.007 chr5H 1066874 1074106 7232
0.008 chr5H 548492 553160 4668
0.009 chr5H 1219165 1222870 3705
0.011 chr5H 697088 707701 10613
0.015 chr5H 840249 841042 793
0.02 chr5H 1046550 1051684 5134
0.021 chr5H 1070502 1071965 1463
0.023 chr5H 1186842 1189630 2788
0.024 chr5H 1204393 1206840 2447
0.027 chr5H 5313073 5328948 15875
0.028 chr5H 1366636 1368644 2008
0.029 chr5H 1406345 1407449 1104
0.031 chr5H 1473975 1474831 856
0.033 chr5H 1556719 1557567 848
0.035 chr5H 1669924 1670286 362
0.036 chr5H 1716519 1716848 329
0.038 chr5H 1764965 1765294 329
0.039 chr5H 1823009 1823371 362
0.04 chr5H 1866137 1867914 1777
0.044 chr5H 2020800 2022189 1389
0.047 chr5H 4354484 4365826 11342
0.049 chr5H 6748889 6767104 18215
0.052 chr5H 2387176 2387869 693
0.054 chr5H 9806547 9917122 110575
0.056 chr5H 5090711 5093218 2507
0.057 chr5H 5135914 5141441 5527
0.058 chr5H 5232955 5233496 541
0.064 chr5H 11529969 11549017 19048
0.065 chr5H 2944133 2947962 3829
0.068 chr5H 3042858 3045236 2378
0.07 chr5H 3141079 3152916 11837
0.071 chr5H 3192234 3192443 209
0.073 chr5H 3269240 3272050 2810
0.074 chr5H 3324590 3328788 4198
0.076 chr5H 6805889 6816563 10674
0.077 chr5H 6882557 6886670 4113
0.078 chr5H 3497868 3501098 3230
0.079 chr5H 3542624 3573881 31257
0.082 chr5H 7336596 7349410 12814
0.084 chr5H 11270196 11279213 9017
0.087 chr5H 11623965 11625031 1066
0.088 chr5H 7839936 7846773 6837
0.089 chr5H 3962661 3968891 6230
0.091 chr5H 20363990 20376828 12838
0.092 chr5H 12383716 12396274 12558
0.093 chr5H 16702712 16714584 11872
0.094 chr5H 8432008 8435535 3527
0.095 chr5H 4276249 4277919 1670
0.1 chr5H 13474677 13476815 2138
0.102 chr5H 4561779 4563247 1468
0.104 chr5H 4647208 4647376 168
0.105 chr5H 14160209 14171742 11533
0.108 chr5H 4854111 4855989 1878
0.109 chr5H 9782966 9788573 5607
0.11 chr5H 4931035 4931520 485
0.114 chr5H 5137620 5141381 3761
0.115 chr5H 5186742 5190560 3818
0.117 chr5H 10516643 10520777 4134
0.118 chr5H 21280884 21287420 6536
0.121 chr5H 5474114 5474534 420
0.123 chr5H 11129751 11134526 4775
0.124 chr5H 11204399 11222309 17910
0.126 chr5H 5685205 5702441 17236
0.128 chr5H 5791250 5802408 11158
0.133 chr5H 6036769 6041581 4812
0.134 chr5H 18267683 18333256 65573
0.135 chr5H 18439044 18446082 7038
0.136 chr5H 6202976 6204358 1382
0.139 chr5H 6353564 6361214 7650
0.14 chr5H 25591830 25599679 7849
0.143 chr5H 6536031 6536832 801
0.145 chr5H 13304055 13313855 9800
0.146 chr5H 6704370 6705429 1059
0.148 chr5H 27162389 27167819 5430
0.149 chr5H 6842619 6843511 892
0.151 chr5H 20800019 20814520 14501
0.155 chr5H 14255691 14258313 2622
0.156 chr5H 7219912 7221059 1147
0.161 chr5H 7467691 7479956 12265
0.163 chr5H 15139264 15144198 4934
0.17 chr5H 15887576 15896425 8849
0.172 chr5H 8012712 8214490 201778
0.173 chr5H 16174535 16175441 906
0.174 chr5H 24474669 24516273 41604
0.176 chr5H 107166334 107174928 8594
0.177 chr5H 8293237 8296906 3669
0.178 chr5H 16719659 16724345 4686
0.179 chr5H 8398335 8399227 892
0.18 chr5H 16917988 16920408 2420
0.181 chr5H 17024077 17029745 5668
0.182 chr5H 17188107 17331885 143778
0.183 chr5H 25862489 25864819 2330
0.185 chr5H 26256850 26260400 3550
0.187 chr5H 17697638 17714536 16898
0.188 chr5H 124747661 124763192 15531
0.189 chr5H 17964942 17967327 2385
0.19 chr5H 8993441 8993656 215
0.191 chr5H 9085807 9091749 5942
0.194 chr5H 9252025 9255073 3048
0.195 chr5H 18571321 18583083 11762
0.197 chr5H 18865939 18867286 1347
0.198 chr5H 9469326 9483847 14521
0.199 chr5H 19025712 19027657 1945
0.2 chr5H 19152343 19154137 1794
0.202 chr5H 19383003 19390109 7106
0.205 chr5H 29582557 29598606 16049
0.206 chr5H 29739048 29745612 6564
0.207 chr5H 9981219 9983223 2004
0.21 chr5H 30504365 30513293 8928
0.213 chr5H 10350186 10353997 3811
0.218 chr5H 10638212 10641950 3738
0.219 chr5H 10688629 10693363 4734
0.22 chr5H 10748984 10754978 5994
0.223 chr5H 10955205 10956629 1424
0.225 chr5H 22138520 22141312 2792
0.226 chr5H 33324809 33348955 24146
0.229 chr5H 11302388 11305853 3465
0.231 chr5H 11397061 11400051 2990
0.233 chr5H 23150661 23157364 6703
0.236 chr5H 11766169 11768570 2401
0.237 chr5H 11830793 11831188 395
0.238 chr5H 47498278 47517378 19100
0.239 chr5H 11929101 11930855 1754
0.241 chr5H 48194604 48209244 14640
0.242 chr5H 12136006 12137306 1300
0.243 chr5H 12210978 12216479 5501
0.244 chr5H 12221940 12222117 177
0.245 chr5H 36925742 36932692 6950
0.246 chr5H 12379341 12381727 2386
0.247 chr5H 12449138 12456304 7166
0.248 chr5H 12496460 12498748 2288
0.249 chr5H 25192712 25210203 17491
0.25 chr5H 37949757 38137763 188006
0.251 chr5H 25382826 25384076 1250
0.253 chr5H 25681677 25690351 8674
0.256 chr5H 13032905 13036977 4072
0.257 chr5H 39300771 39310479 9708
0.261 chr5H 13409656 13410231 575
0.264 chr5H 40811764 40827801 16037
0.266 chr5H 13720163 13722649 2486
0.268 chr5H 27693228 27870210 176982
0.27 chr5H 14012962 14017702 4740
0.271 chr5H 42262400 42270342 7942
0.272 chr5H 42440178 42450542 10364
0.273 chr5H 14189981 14204600 14619
0.276 chr5H 14464124 14468137 4013
0.286 chr5H 15154236 15155403 1167
0.287 chr5H 15283999 15297809 13810
0.288 chr5H 15301050 15302753 1703
0.291 chr5H 62341648 62348185 6537
0.292 chr5H 46944750 46952451 7701
0.293 chr5H 31449014 31451871 2857
0.294 chr5H 15789870 15796824 6954
0.297 chr5H 16007525 16014237 6712
0.298 chr5H 16102187 16103084 897
0.3 chr5H 16276867 16280506 3639
0.301 chr5H 16322753 16333919 11166
0.303 chr5H 99024110 99047314 23204
0.305 chr5H 16694376 16699091 4715
0.307 chr5H 16882926 16887633 4707
0.308 chr5H 16941465 16951461 9996
0.309 chr5H 17040457 17043777 3320
0.31 chr5H 34202259 34211560 9301
0.313 chr5H 17332745 17334417 1672
0.318 chr5H 17810416 17811776 1360
0.32 chr5H 18037869 18039692 1823
0.323 chr5H 18254301 18254924 623
0.328 chr5H 75113291 75123595 10304
0.33 chr5H 19032815 19052702 19887
0.331 chr5H 19148323 19153683 5360
0.333 chr5H 38758200 38766116 7916
0.334 chr5H 19393873 19397492 3619
0.336 chr5H 39349118 39352083 2965
0.337 chr5H 118818782 118834501 15719
0.338 chr5H 199004358 199022235 17877
0.34 chr5H 40276106 40287115 11009
0.341 chr5H 40605084 40664308 59224
0.342 chr5H 61322082 61353591 31509
0.343 chr5H 20488797 20637689 148892
0.345 chr5H 20730885 20732879 1994
0.346 chr5H 20840193 20842101 1908
0.347 chr5H 62862639 62939434 76795
0.348 chr5H 21125192 21129745 4553
0.349 chr5H 21234549 21236122 1573
0.35 chr5H 21256049 21260540 4491
0.351 chr5H 107086581 107094697 8116
0.352 chr5H 21510605 21510950 345
0.353 chr5H 21715019 21715641 622
0.354 chr5H 43569005 43576682 7677
0.355 chr5H 21969583 21972095 2512
0.357 chr5H 44377140 44380802 3662
0.36 chr5H 22544407 22550921 6514
0.361 chr5H 22616947 22620731 3784
0.362 chr5H 22795768 22797705 1937
0.363 chr5H 22882518 22885385 2867
0.364 chr5H 45950989 45956877 5888
0.365 chr5H 23136527 23137555 1028
0.366 chr5H 46482648 46487841 5193
0.367 chr5H 46737694 46750647 12953
0.37 chr5H 23671032 23677690 6658
0.372 chr5H 47830231 47833322 3091
0.373 chr5H 48085750 48087735 1985
0.375 chr5H 24230526 24233902 3376
0.376 chr5H 48792591 48806014 13423
0.377 chr5H 24502613 24503665 1052
0.378 chr5H 24600380 24601889 1509
0.379 chr5H 74281202 74290652 9450
0.38 chr5H 49781923 49783472 1549
0.381 chr5H 74943260 74946077 2817
0.382 chr5H 50451379 50477927 26548
0.383 chr5H 101173314 101186174 12860
0.384 chr5H 101930202 101937042 6840
0.385 chr5H 77009087 77016800 7713
0.386 chr5H 51495273 51501462 6189
0.387 chr5H 25821890 25840024 18134
0.388 chr5H 52028218 52270083 241865
0.389 chr5H 104473871 104480429 6558
0.39 chr5H 26299508 26299612 104
0.391 chr5H 26412553 26413166 613
0.393 chr5H 26707340 26713033 5693
0.394 chr5H 53714661 53717841 3180
0.395 chr5H 26916889 26922615 5726
0.396 chr5H 54191464 54192884 1420
0.397 chr5H 27290028 27296173 6145
0.398 chr5H 27480188 27488604 8416
0.399 chr5H 27566321 27567257 936
0.4 chr5H 27765997 27766671 674
0.401 chr5H 111472994 111479534 6540
0.403 chr5H 140902139 140940855 38716
0.404 chr5H 113350168 113363857 13689
0.405 chr5H 56918844 56931572 12728
0.406 chr5H 85736930 85749746 12816
0.408 chr5H 144652919 144674128 21209
0.409 chr5H 87215668 87218403 2735
0.41 chr5H 146522418 146616307 93889
0.411 chr5H 88351796 88355785 3989
0.413 chr5H 29829112 29831530 2418
0.414 chr5H 29988197 29988487 290
0.415 chr5H 120741318 120751064 9746
0.417 chr5H 30553691 30555443 1752
0.418 chr5H 61420772 61428280 7508
0.419 chr5H 30874672 30875998 1326
0.42 chr5H 62060604 62080409 19805
0.422 chr5H 31360981 31370632 9651
0.423 chr5H 63301150 63305689 4539
0.424 chr5H 95559106 95575932 16826
0.425 chr5H 128315292 128327568 12276
0.426 chr5H 32170258 32171064 806
0.427 chr5H 65113597 65115602 2005
0.428 chr5H 32587353 32590133 2780
0.429 chr5H 131538746 131549657 10911
0.43 chr5H 132835660 132854845 19185
0.431 chr5H 66916519 66918888 2369
0.432 chr5H 33655689 33666029 10340
0.433 chr5H 33869587 33877952 8365
0.434 chr5H 34095795 34147311 51516
0.435 chr5H 137683556 137691913 8357
0.436 chr5H 103710510 103722067 11557
0.437 chr5H 34995590 35000857 5267
0.438 chr5H 70506875 70617736 110861
0.439 chr5H 106082657 106088676 6019
0.44 chr5H 35699858 35716432 16574
0.441 chr5H 72362890 72371703 8813
0.442 chr5H 73060759 73105695 44936
0.443 chr5H 147221516 147465146 243630
0.444 chr5H 185786027 185791554 5527
0.446 chr5H 113728582 113737269 8687
0.447 chr5H 115078101 115091156 13055
0.448 chr5H 115771033 115788978 17945
0.449 chr5H 78186543 78188081 1538
0.45 chr5H 78855503 78857641 2138
0.451 chr5H 199064069 199079197 15128
0.452 chr5H 120380087 120395779 15692
0.453 chr5H 121500769 121505103 4334
0.454 chr5H 81856768 81858878 2110
0.455 chr5H 41112719 41114118 1399
0.456 chr5H 166967449 166975062 7613
0.457 chr5H 252438650 252472076 33426
